x90101800,George_Sand,1804-1876,1804
x90268880,Gard_Erik_Sandbakken,1954-,1954
x90055802,Vidar_Sandbeck,1918-2005,1918
x90060535,Inger_Sandberg,1930-,1930
x90060536,Lasse_Sandberg,1924-,1924
x90095343,Magnus_Sandberg,1918-2010,1918
x90220785,Allan_Sande,1960-,1960
x90067093,Hans_Sande,1946-,1946
x90074075,Jakob_Sande,1906-1967,1906
x90073481,Cora_Sandel,1880-1974,1880
x90216482,Lina_Sandell-Berg,1832-1903,1832
x90194309,Arne_Sandem,1924-,1924
x04087964,Erlend_Sandem,1977-,1977
x90074218,Aksel_Sandemose,1899-1965,1899
x99067800,Bjarne_Sandemose,1924-2013,1924
x90244781,Iben_Sandemose,1950-,1950
x90168672,Jørgen_Sandemose,1945-,1945
x90136779,Solveig_Muren_Sanden,1918-2013,1918
x90176557,Anna_Marie_Sandnes,1903-1988,1903
x90078419,Hallvard_Sandnes,1893-1968,1893
x07056784,Rita_Løvseth_Sandnes,1975-,1975
x03113089,David_Aasen_Sandved,1973-,1973
x90058023,Kjell_Sandvik,1929-1992,1929
x90681344,Pål_Thonstad_Sandvik,1967-,1967
x90184174,Sverre_Sandvik,1918-1993,1918
x10077746,Jo_Sannem,1979-,1979
x05078124,Anne_Mette_Sannes,1964-,1964
x90112579,Tor_Borch_Sannes,1940-2007,1940
x90190470,José_Saramago,1922-2010,1922
x07037727,Sollaug_Sárgon,1965-,1965
x90090405,Gerd_Grønvold_Saue,1930-,1930
